24,2,1,3,4,40,14,19,14,49,31,8,27,14,4,0
27,29,47,15,6,11,4,20,21,4,22,1,3,3,1,1
23,2,3,23,25,4,43,15,14,14,27,17,18,14,19,0
18,52,47,14,19,11,4,20,21,4,22,23,38,45,45,1
25,45,3,4,12,6,15,27,6,15,10,4,21,30,14,0
4,55,8,16,14,11,4,20,21,4,22,32,25,23,32,1
25,25,45,23,3,4,5,8,47,29,31,4,5,29,11,0
29,14,16,18,6,11,4,20,21,4,22,3,45,3,25,1
22,23,32,4,12,19,8,16,16,8,44,4,51,18,19,0
4,55,8,16,14,11,4,20,21,4,22,32,25,23,1,1
2,38,25,4,39,4,39,19,4,20,6,44,18,27,8,0
4,48,18,14,53,11,4,20,21,4,22,24,3,24,3,1
45,23,38,2,3,4,42,18,27,6,31,4,5,31,8,0
14,16,14,15,29,11,4,20,21,4,22,23,23,25,25,1
23,45,3,3,4,5,14,49,47,19,30,14,10,6,4,0
15,6,27,7,14,11,4,20,21,4,22,3,32,3,32,1
25,2,38,24,4,26,6,15,13,4,37,6,15,18,27,0
10,10,18,27,52,11,4,20,21,4,22,38,3,3,25,1
23,1,23,23,23,4,36,6,13,14,4,20,14,27,29,0
8,15,14,16,29,11,4,20,21,4,22,23,38,1,3,1
25,38,3,3,4,21,29,19,6,27,29,18,7,4,5,0
4,20,18,29,28,11,4,20,21,4,22,24,32,2,45,1
32,25,45,3,4,42,47,34,19,18,27,4,12,19,30,0
47,34,19,18,27,11,4,20,21,4,22,24,32,38,2,1
23,1,24,24,25,4,37,6,10,18,16,8,27,4,5,0
15,6,27,7,14,11,4,20,21,4,22,3,32,3,32,1
24,1,32,4,20,8,15,29,14,4,37,6,10,14,15,0
6,10,14,15,6,11,4,20,21,4,22,24,22,23,32,1
23,1,45,2,45,4,39,18,7,31,19,14,15,4,5,0
28,53,6,15,10,11,4,20,21,4,22,24,32,24,32,1
23,2,3,23,25,4,43,15,14,14,27,17,18,14,19,0
18,52,47,14,19,11,4,20,21,4,22,23,38,45,45,1
45,22,23,32,4,50,4,12,19,6,7,13,16,29,8,0
15,14,16,27,8,11,4,20,21,4,22,1,45,23,3,1
25,3,24,3,4,36,8,16,4,48,6,19,19,14,7,0
6,15,7,8,16,11,4,20,21,4,22,23,3,38,22,1
25,38,23,38,22,4,33,31,18,29,29,18,14,15,4,0
29,29,18,14,15,11,4,20,21,4,22,3,38,3,1,1
24,24,32,4,50,4,9,8,16,14,44,14,6,10,4,0
6,10,14,27,6,11,4,20,21,4,22,25,25,3,45,1
1,3,23,3,4,12,15,18,10,52,14,49,8,18,27,0
37,6,29,14,8,11,4,20,21,4,22,24,24,3,24,1
23,32,25,22,4,33,18,19,16,31,18,15,14,4,12,0
8,27,18,7,6,11,4,20,21,4,22,3,24,3,1,1
23,1,32,3,4,5,6,27,29,6,4,9,8,16,6,0
4,9,8,16,6,11,4,20,21,4,22,32,24,3,45,1
25,45,38,32,4,48,6,27,4,50,14,16,16,4,21,0
7,18,16,7,8,11,4,20,21,4,22,24,25,3,22,1
25,23,25,3,22,4,48,14,27,29,47,15,6,4,12,0
4,20,18,29,28,11,4,20,21,4,22,25,38,3,24,1
25,1,45,3,23,4,55,6,44,34,8,15,14,14,4,0
15,30,18,27,14,11,4,20,21,4,22,23,38,3,23,1
25,2,45,25,25,4,48,14,27,29,47,15,6,4,12,0
15,58,6,27,6,11,4,20,21,4,22,25,1,32,38,1
1,23,24,2,4,5,29,14,30,14,27,16,4,20,15,0
4,55,8,16,14,11,4,20,21,4,22,32,25,25,45,1
1,1,3,22,4,5,29,6,29,14,4,5,29,4,5,0
15,34,6,15,6,11,4,20,21,4,22,1,25,3,32,1
25,25,22,2,4,39,19,4,20,6,44,18,27,8,4,0
4,26,6,15,13,11,4,20,21,4,22,24,3,23,32,1
45,25,45,4,39,4,39,19,4,20,6,44,18,27,8,0
28,30,6,19,14,11,4,20,21,4,22,24,3,2,45,1
22,3,1,4,51,8,53,14,4,21,30,14,11,4,5,0
44,14,27,29,8,11,4,20,21,4,22,32,2,23,32,1
38,4,20,14,27,29,14,15,49,8,18,27,29,14,4,0
26,6,19,44,6,11,4,20,21,4,22,3,38,23,1,1
22,2,25,25,4,33,18,19,16,31,18,15,14,4,12,0
51,18,19,19,16,11,4,20,21,4,22,3,23,25,3,1
22,2,38,3,4,12,6,19,10,53,18,27,4,26,19,0
37,8,27,29,14,11,4,20,21,4,22,25,45,1,25,1
23,24,3,4,5,4,36,6,13,14,4,21,30,14,11,0
6,10,14,27,6,11,4,20,21,4,22,25,25,3,25,1
23,2,3,1,25,4,43,15,14,14,27,17,18,14,19,0
18,52,47,14,19,11,4,20,21,4,22,23,38,45,45,1
2,45,3,3,4,37,14,19,15,8,16,14,4,21,30,0
28,53,8,8,10,11,4,20,21,4,22,3,3,38,22,1
25,23,24,1,23,4,39,64,19,18,27,14,4,5,29,0
37,8,27,29,14,11,4,20,21,4,22,25,45,1,23,1
45,38,2,23,4,39,10,18,27,52,14,15,4,21,30,0
12,14,6,7,31,11,4,20,21,4,22,23,38,24,45,1
25,23,3,25,4,54,27,18,30,14,15,16,18,29,28,0
42,18,14,52,8,11,4,20,21,4,22,23,25,3,1,1
25,24,3,1,4,39,27,7,18,27,18,29,6,16,4,0
27,18,29,6,16,11,4,20,21,4,22,23,3,23,24,1
2,38,32,45,4,48,18,19,19,6,4,36,6,4,55,0
55,8,19,19,6,11,4,20,21,4,22,23,3,1,45,1
24,24,32,4,37,6,10,8,27,27,6,4,9,10,4,0
34,18,16,49,8,11,4,20,21,4,22,1,24,3,32,1
25,32,3,25,4,50,4,20,6,19,18,17,8,15,27,0
20,15,14,14,13,11,4,20,21,4,22,24,32,22,38,1
45,3,22,4,39,4,20,8,19,8,15,6,10,8,4,0
6,10,14,27,6,11,4,20,21,4,22,25,25,3,25,1
23,2,22,45,4,39,4,40,31,8,47,16,6,27,10,0
4,41,6,13,16,11,4,20,21,4,22,25,1,38,23,1
25,22,3,25,22,4,51,6,53,29,31,8,15,27,14,0
15,6,27,7,14,11,4,20,21,4,22,3,32,3,1,1
23,2,23,23,25,4,20,15,8,53,27,4,48,6,19,0
18,52,47,14,19,11,4,20,21,4,22,23,38,45,45,1
23,3,1,3,4,42,8,47,52,19,6,16,4,12,19,0
30,18,19,19,14,11,4,20,21,4,22,32,38,38,25,1
25,1,32,3,4,39,19,4,26,6,16,14,8,4,42,0
4,55,8,16,14,11,4,20,21,4,22,32,25,1,3,1
25,1,38,4,37,6,15,13,14,29,4,26,19,11,4,0
9,6,44,8,27,11,4,20,21,4,22,24,32,2,1,1
25,25,32,25,4,43,6,19,19,14,15,18,6,4,12,0
30,18,19,19,14,11,4,20,21,4,22,32,38,45,2,1
23,23,32,3,3,4,40,8,53,27,4,20,18,15,4,0
6,19,19,14,28,11,4,20,21,4,22,23,32,32,1,1
23,32,3,32,4,5,6,27,10,4,20,15,14,14,13,0
29,53,8,8,10,11,4,20,21,4,22,24,32,25,1,1
23,24,4,5,14,15,15,6,44,8,27,29,14,4,20,0
4,20,18,29,28,11,4,20,21,4,22,24,3,25,32,1
45,3,3,45,4,35,15,18,6,15,16,4,9,10,11,0
42,18,14,52,8,11,4,20,21,4,22,23,25,3,2,1
23,32,23,32,4,39,19,4,20,6,44,18,27,8,4,0
19,16,34,6,10,11,4,20,21,4,22,23,3,3,2,1
23,3,25,32,4,12,18,15,7,31,4,9,10,4,5,0
48,18,16,29,6,11,4,20,21,4,22,25,22,25,32,1
22,1,3,25,4,40,6,44,49,6,4,21,30,14,4,0
15,18,10,52,14,11,4,20,21,4,22,25,1,23,24,1
23,23,3,3,4,39,6,16,29,15,18,10,52,14,4,0
4,55,8,16,14,11,4,20,21,4,22,32,25,23,23,1
23,25,32,2,4,43,19,14,27,10,6,19,14,4,43,0
27,10,6,19,14,11,4,20,21,4,22,25,23,25,3,1
1,24,3,25,4,42,6,19,14,4,9,10,4,5,29,0
10,14,16,29,8,11,4,20,21,4,22,32,1,32,38,1
21,19,19,4,36,8,7,6,29,18,8,27,16,11,4,0
20,19,6,15,6,11,4,20,21,4,22,32,3,32,3,1
23,45,23,4,39,4,48,18,6,4,9,6,27,7,31,0
27,10,18,10,8,11,4,20,21,4,22,23,3,23,32,1
25,23,1,1,4,33,4,9,6,27,7,31,8,4,48,0
44,10,6,19,14,11,4,20,21,4,22,1,32,32,25,1
25,1,32,38,4,5,29,8,27,14,15,18,10,52,14,0
6,27,29,8,27,11,4,20,21,4,22,24,32,2,2,1
23,38,22,3,4,20,18,14,27,14,52,6,4,9,10,0
18,16,29,14,15,11,4,20,21,4,22,32,3,23,1,1
38,23,1,22,4,1,15,10,4,5,29,11,4,5,6,0
7,18,16,7,8,11,4,20,21,4,22,24,25,23,24,1
23,24,23,3,25,4,48,6,19,14,27,7,18,6,4,0
14,27,7,18,6,11,4,20,21,4,22,25,1,32,32,1
24,32,24,32,4,36,6,4,55,8,19,19,6,4,48,0
42,18,14,52,8,11,4,20,21,4,22,23,25,23,23,1
22,23,32,4,12,19,8,16,16,8,44,4,51,18,19,0
4,55,8,16,14,11,4,20,21,4,22,32,25,23,1,1
45,2,1,4,26,19,6,58,6,4,42,15,11,4,33,0
8,30,18,27,6,11,4,20,21,4,22,25,45,22,3,1
2,22,3,4,5,47,27,16,14,29,4,42,15,11,4,0
18,16,29,14,15,11,4,20,21,4,22,32,3,23,1,1
24,25,32,4,26,6,15,13,53,6,28,4,26,19,58,0
20,6,59,8,27,11,4,20,21,4,22,23,3,23,3,1
25,1,32,3,4,40,15,6,30,18,16,4,12,19,30,0
17,18,14,19,10,11,4,20,21,4,22,24,32,1,1,1
45,3,2,4,50,8,15,29,31,15,18,10,52,14,4,0
19,18,27,6,16,11,4,20,21,4,22,1,22,3,38,1
24,25,38,4,51,18,19,19,16,10,6,19,14,4,37,0
37,6,29,14,8,11,4,20,21,4,22,24,24,3,1,1
25,3,38,32,4,12,15,14,6,4,37,6,19,19,11,0
4,12,15,14,6,11,4,20,21,4,22,23,2,23,25,1
1,1,3,25,4,39,4,37,6,18,27,4,5,29,4,0
27,29,47,15,6,11,4,20,21,4,22,1,3,3,1,1
45,23,2,24,3,4,51,18,52,31,53,6,28,4,25,0
14,16,14,15,29,11,4,20,21,4,22,23,23,38,3,1
25,38,3,3,4,5,4,21,58,47,16,6,4,21,30,0
47,16,29,15,28,11,4,20,21,4,22,25,45,24,2,1
32,3,1,1,4,39,4,37,8,27,29,7,19,6,18,0
7,19,6,18,15,11,4,20,21,4,22,25,45,38,1,1
25,3,23,32,4,33,14,16,29,44,18,27,16,29,14,0
27,16,29,14,15,11,4,20,21,4,22,23,38,2,1,1
25,3,2,3,3,4,33,4,26,18,7,8,4,12,19,0
52,14,19,14,16,11,4,20,21,4,22,3,3,38,24,1
24,2,24,4,43,15,14,6,29,4,37,6,19,19,4,0
49,18,29,6,16,11,4,20,21,4,22,32,3,1,32,1
25,22,32,3,4,39,4,23,3,29,31,4,5,29,4,0
20,31,18,7,8,11,4,20,21,4,22,32,22,23,2,1
24,3,3,4,5,4,12,6,19,10,53,18,27,4,21,0
7,6,10,18,6,11,4,20,21,4,22,25,3,3,45,1
32,22,32,4,39,4,5,31,6,53,4,21,30,14,11,0
15,14,16,27,8,11,4,20,21,4,22,1,45,25,3,1
23,3,23,45,4,50,14,53,49,6,15,13,4,37,6,0
14,53,6,15,13,11,4,20,21,4,22,24,32,38,3,1
25,45,23,45,4,37,8,27,29,14,34,14,19,19,8,0
34,14,19,19,8,11,4,20,21,4,22,3,38,24,3,1
2,38,32,4,37,6,15,13,14,29,4,5,29,4,5,0
7,18,16,7,8,11,4,20,21,4,22,24,25,3,1,1
24,22,32,3,4,26,6,7,18,17,18,7,4,21,30,0
7,13,29,8,27,11,4,20,21,4,22,32,23,3,45,1
25,38,3,3,4,42,14,19,4,37,8,27,29,14,4,0
29,14,15,14,28,11,4,20,21,4,22,1,22,24,3,1
38,24,45,4,5,49,14,7,29,15,47,44,4,20,14,0
15,30,18,27,14,11,4,20,21,4,22,23,38,25,2,1
25,23,32,45,24,4,50,4,37,6,18,27,16,29,15,0
44,8,27,52,6,11,4,20,21,4,22,25,45,1,22,1
1,4,42,14,19,4,21,44,8,4,35,6,16,31,18,0
15,6,27,7,14,11,4,20,21,4,22,3,32,3,1,1
23,32,25,4,5,29,8,27,14,53,8,8,10,4,5,0
8,53,27,14,28,11,4,20,21,4,22,3,23,24,25,1
25,4,37,18,19,19,16,4,20,18,15,4,5,29,14,0
29,6,15,18,8,11,4,20,21,4,22,25,45,38,24,1
38,38,3,3,4,40,8,49,6,27,52,6,4,20,6,0
4,26,6,15,13,11,4,20,21,4,22,25,1,3,1,1
23,3,4,20,18,29,28,4,12,19,30,10,4,33,11,0
15,6,27,52,14,11,4,20,21,4,22,23,2,38,2,1
25,25,32,25,4,43,6,19,19,14,15,18,6,4,12,0
30,18,19,19,14,11,4,20,21,4,22,32,38,45,2,1
38,3,3,3,4,5,14,49,47,19,30,14,10,6,4,0
4,20,18,29,28,11,4,20,21,4,22,3,23,1,3,1
25,3,23,32,3,4,5,6,27,29,6,4,37,8,27,0
52,14,19,14,16,11,4,20,21,4,22,3,3,38,45,1
32,3,3,4,36,6,13,14,53,8,8,10,4,20,14,0
14,53,8,8,10,11,4,20,21,4,22,3,45,25,23,1
25,23,32,3,4,43,6,19,19,14,15,18,6,4,21,0
15,16,18,10,14,11,4,20,21,4,22,23,32,3,1,1
1,24,32,25,4,5,4,42,8,52,53,8,8,10,4,0
14,27,29,15,8,11,4,20,21,4,22,23,23,24,1,1
23,23,23,4,33,4,51,18,19,19,7,15,14,16,29,0
4,41,6,13,16,11,4,20,21,4,22,25,1,38,3,1
32,32,3,4,56,27,19,6,27,10,4,20,29,15,11,0
15,10,18,27,8,11,4,20,21,4,22,23,24,3,2,1
23,3,1,25,4,5,4,37,8,8,27,14,28,4,12,0
16,6,19,18,6,11,4,20,21,4,22,1,23,45,45,1
1,23,25,4,5,47,27,4,48,6,19,19,14,28,4,0
27,7,8,15,10,11,4,20,21,4,22,24,32,23,3,1
25,25,32,3,4,39,19,4,20,6,44,18,27,8,4,0
12,15,47,27,8,11,4,20,21,4,22,24,3,38,38,1
2,23,4,36,6,13,14,53,8,8,10,4,20,14,27,0
14,53,8,8,10,11,4,20,21,4,22,3,45,25,23,1
24,1,45,1,4,36,6,4,55,8,19,19,6,4,48,0
42,18,14,52,8,11,4,20,21,4,22,23,25,23,23,1
32,32,24,4,43,15,14,6,29,4,37,6,19,19,4,0
49,18,29,6,16,11,4,20,21,4,22,32,3,1,32,1
25,24,45,32,4,37,14,44,8,15,18,6,19,4,42,0
18,16,29,14,15,11,4,20,21,4,22,32,3,23,1,1
32,2,22,4,39,4,5,31,6,53,4,21,30,14,11,0
15,14,16,27,8,11,4,20,21,4,22,1,45,25,3,1
23,25,45,25,23,4,51,6,53,29,31,8,15,27,14,0
15,6,27,7,14,11,4,20,21,4,22,3,32,3,1,1
25,23,32,2,3,4,50,4,37,6,18,27,16,29,15,0
44,8,27,52,6,11,4,20,21,4,22,25,45,1,22,1
1,3,1,3,4,26,19,6,58,6,4,12,8,27,18,0
4,20,18,29,28,11,4,20,21,4,22,25,22,32,3,1
23,45,2,2,4,36,18,30,14,15,44,8,15,14,4,0
15,44,8,15,14,11,4,20,21,4,22,24,32,32,25,1
32,24,22,4,5,6,27,4,12,14,27,18,29,8,4,0
18,16,29,14,15,11,4,20,21,4,22,32,3,23,1,1
32,3,3,4,5,6,27,4,12,14,27,18,29,8,4,0
18,16,29,14,15,11,4,20,21,4,22,32,3,23,1,1
32,32,3,4,56,27,19,6,27,10,4,20,14,27,29,0
15,10,18,27,8,11,4,20,21,4,22,23,24,3,2,1
25,32,25,4,36,8,16,4,20,14,15,15,18,29,8,0
15,18,29,8,16,11,4,20,21,4,22,3,45,3,1,1
24,3,2,23,3,4,33,18,27,7,31,14,16,29,14,0
14,7,47,19,6,11,4,20,21,4,22,23,32,22,25,1
23,32,24,3,4,5,6,27,4,55,47,6,27,4,9,0
18,16,29,14,15,11,4,20,21,4,22,32,3,23,1,1
23,45,3,25,4,37,18,27,52,4,21,30,14,4,5,0
17,18,14,19,10,11,4,20,21,4,22,1,1,3,24,1
25,3,38,32,4,12,15,14,6,4,37,6,19,19,11,0
4,12,15,14,6,11,4,20,21,4,22,23,2,23,25,1
45,2,32,22,4,61,14,53,4,21,30,14,11,4,9,0
44,8,27,52,6,11,4,20,21,4,22,25,45,1,22,1
23,22,1,45,4,12,15,18,16,29,8,19,4,5,29,0
4,37,14,16,6,11,4,20,21,4,22,23,38,23,38,1
45,24,3,4,48,14,27,29,47,15,6,4,12,19,30,0
15,18,19,19,8,11,4,20,21,4,22,1,3,25,3,1
32,38,1,3,4,26,6,16,14,8,4,42,14,19,4,0
19,16,34,6,10,11,4,20,21,4,22,23,3,3,2,1
25,3,2,45,4,50,14,53,49,8,15,29,4,20,14,0
12,14,6,7,31,11,4,20,21,4,22,23,38,38,3,1
24,2,24,3,3,4,5,14,44,18,27,8,19,14,4,0
34,6,58,8,27,11,4,20,21,4,22,23,23,1,3,1
25,24,24,3,3,4,12,14,6,15,4,48,6,19,19,0
30,18,19,19,14,11,4,20,21,4,22,23,1,22,23,1
25,4,37,18,19,19,16,4,20,18,15,11,4,41,27,0
29,6,15,18,8,11,4,20,21,4,22,25,45,38,24,1
38,24,32,4,26,19,6,58,6,4,42,15,11,4,33,0
8,30,18,27,6,11,4,20,21,4,22,25,45,22,3,1
23,22,24,4,35,8,64,4,51,18,19,19,16,4,37,0
4,20,18,29,28,11,4,20,21,4,22,3,23,1,3,1
25,2,25,32,4,51,6,53,29,31,8,15,27,14,4,0
12,14,6,7,31,11,4,20,21,4,22,3,23,45,2,1
45,23,2,24,3,4,51,18,52,31,53,6,28,4,25,0
14,16,14,15,29,11,4,20,21,4,22,23,23,38,3,1
23,23,22,1,4,43,6,19,19,14,15,18,6,4,21,0
15,16,18,10,14,11,4,20,21,4,22,23,32,3,1,1
22,1,3,25,4,40,6,44,49,6,4,21,30,14,4,0
15,18,10,52,14,11,4,20,21,4,22,25,1,23,24,1
23,45,3,25,4,37,18,27,52,4,21,30,14,4,5,0
17,18,14,19,10,11,4,20,21,4,22,1,1,3,24,1
38,3,3,3,4,5,14,49,47,19,30,14,10,6,4,0
4,20,18,29,28,11,4,20,21,4,22,3,23,1,3,1
45,3,3,45,4,35,15,18,6,15,16,4,9,10,11,0
42,18,14,52,8,11,4,20,21,4,22,23,25,3,2,1
1,38,25,4,36,6,13,14,53,8,8,10,4,20,14,0
14,53,8,8,10,11,4,20,21,4,22,3,45,25,23,1
23,1,22,4,36,8,16,4,20,14,15,15,18,29,8,0
15,18,29,8,16,11,4,20,21,4,22,3,45,3,1,1
25,2,1,38,4,37,8,27,29,14,34,14,19,19,8,0
34,14,19,19,8,11,4,20,21,4,22,3,38,24,3,1
25,2,3,24,4,37,8,27,29,14,34,14,19,19,8,0
34,14,19,19,8,11,4,20,21,4,22,3,38,24,3,1
23,3,23,24,4,33,14,16,29,44,18,27,16,29,14,0
27,16,29,14,15,11,4,20,21,4,22,23,38,2,1,1
23,3,45,3,3,4,21,30,6,19,8,27,4,12,19,0
6,15,16,8,27,11,4,20,21,4,22,3,45,24,38,1
25,3,24,2,4,12,15,14,6,4,37,6,19,19,11,0
4,12,15,14,6,11,4,20,21,4,22,23,2,23,25,1
38,38,3,3,4,40,8,49,6,27,52,6,4,20,6,0
4,26,6,15,13,11,4,20,21,4,22,25,1,3,1,1
22,23,32,4,12,19,8,16,16,8,44,4,51,18,19,0
4,55,8,16,14,11,4,20,21,4,22,32,25,23,1,1
25,1,32,3,4,40,15,6,30,18,16,4,12,19,30,0
17,18,14,19,10,11,4,20,21,4,22,24,32,1,1,1
25,32,1,38,4,50,8,15,29,31,15,18,10,52,14,0
19,18,27,6,16,11,4,20,21,4,22,1,22,3,38,1
25,3,2,25,4,50,14,53,49,6,15,13,4,37,6,0
14,53,6,15,13,11,4,20,21,4,22,24,32,38,3,1
25,25,32,25,4,43,6,19,19,14,15,18,6,4,12,0
30,18,19,19,14,11,4,20,21,4,22,32,38,45,2,1
1,24,38,4,5,8,47,29,31,19,6,27,10,4,37,0
28,53,6,15,10,11,4,20,21,4,22,24,32,24,32,1
25,3,1,2,4,5,6,27,29,6,4,9,8,16,6,0
4,9,8,16,6,11,4,20,21,4,22,32,24,3,25,1
45,23,3,4,35,6,15,44,14,15,16,4,36,27,11,0
4,9,8,16,6,11,4,20,21,4,22,32,24,3,32,1
32,32,32,4,40,31,14,4,5,31,8,49,16,4,21,0
48,18,14,59,8,11,4,20,21,4,22,23,38,22,25,1
2,38,32,4,37,6,15,13,14,29,4,5,29,11,4,0
7,18,16,7,8,11,4,20,21,4,22,24,25,3,1,1
45,3,25,4,50,14,53,49,8,15,29,4,20,14,27,0
12,14,6,7,31,11,4,20,21,4,22,23,38,38,3,1
1,23,22,23,4,36,18,30,14,15,44,8,15,14,4,0
15,44,8,15,14,11,4,20,21,4,22,24,32,32,25,1
25,4,5,29,6,27,17,8,15,10,4,5,31,8,49,0
4,21,19,29,8,11,4,20,21,4,22,24,1,3,24,1
25,45,3,25,4,21,15,10,14,27,4,33,6,28,11,0
44,14,27,29,8,11,4,20,21,4,22,32,2,25,32,1
25,3,23,32,3,4,5,6,27,29,6,4,37,8,27,0
52,14,19,14,16,11,4,20,21,4,22,3,3,38,45,1
1,3,3,4,5,29,6,27,17,8,15,10,4,21,30,0
4,21,19,29,8,11,4,20,21,4,22,24,1,3,38,1
45,3,25,4,5,29,6,29,14,4,5,29,11,4,5,0
15,34,6,15,6,11,4,20,21,4,22,1,25,3,25,1
2,32,3,3,4,12,14,30,14,15,19,28,4,12,19,0
52,14,19,14,16,11,4,20,21,4,22,3,3,24,2,1
25,3,1,4,51,8,15,29,8,27,4,26,19,58,11,0
42,18,14,52,8,11,4,20,21,4,22,23,25,3,25,1
32,32,3,4,5,29,6,27,17,8,15,10,4,5,31,0
4,21,19,29,8,11,4,20,21,4,22,24,1,3,24,1
25,23,32,32,4,33,4,9,6,27,7,31,8,4,48,0
44,10,6,19,14,11,4,20,21,4,22,1,32,32,25,1
2,3,3,4,5,8,47,29,31,19,6,27,10,4,37,0
28,53,6,15,10,11,4,20,21,4,22,24,32,24,32,1
25,4,5,29,8,27,14,16,29,8,53,27,4,37,6,0
7,18,16,7,8,11,4,20,21,4,22,24,25,1,23,1
38,25,32,3,4,36,6,47,15,14,19,4,20,6,27,0
28,53,8,8,10,11,4,20,21,4,22,25,38,3,38,1
22,1,3,25,4,40,6,44,49,6,4,21,30,14,11,0
15,18,10,52,14,11,4,20,21,4,22,25,1,23,24,1
22,1,4,35,8,15,29,47,27,14,4,42,15,11,4,0
15,30,18,27,14,11,4,20,21,4,22,23,38,25,2,1
1,3,3,3,4,26,19,6,58,6,4,12,8,27,18,0
4,20,18,29,28,11,4,20,21,4,22,25,22,32,3,1
32,24,25,25,4,40,31,8,15,27,53,8,8,10,4,0
4,55,8,16,14,11,4,20,21,4,22,32,25,23,1,1
1,24,3,3,4,50,4,5,14,49,47,19,30,14,10,0
12,14,6,7,31,11,4,20,21,4,22,3,23,38,38,1
25,2,32,32,4,24,25,16,29,4,21,30,14,11,4,0
18,29,8,19,6,11,4,20,21,4,22,32,3,25,3,1
25,3,25,4,35,8,15,29,47,27,14,4,42,15,11,0
15,30,18,27,14,11,4,20,21,4,22,23,38,25,2,1
38,22,22,45,4,35,15,18,6,15,16,4,9,10,11,0
42,18,14,52,8,11,4,20,21,4,22,23,25,3,2,1
23,23,23,4,39,4,48,18,6,4,9,6,27,7,31,0
27,10,18,10,8,11,4,20,21,4,22,23,3,23,32,1
25,32,24,24,4,40,15,6,30,18,16,4,12,19,30,0
17,18,14,19,10,11,4,20,21,4,22,24,32,1,1,1
23,3,3,4,50,8,15,29,31,15,18,10,52,14,4,0
19,18,27,6,16,11,4,20,21,4,22,1,22,3,38,1
32,23,3,3,4,39,4,37,8,27,29,7,19,6,18,0
7,19,6,18,15,11,4,20,21,4,22,25,45,38,1,1
1,1,1,1,4,12,15,18,16,29,8,19,4,5,29,0
4,37,14,16,6,11,4,20,21,4,22,23,38,23,38,1
45,3,32,45,4,35,15,18,6,15,16,4,9,10,11,0
42,18,14,52,8,11,4,20,21,4,22,23,25,3,2,1
1,24,32,25,4,5,4,42,8,52,53,8,8,10,4,0
14,27,29,15,8,11,4,20,21,4,22,23,23,24,1,1
23,38,3,25,4,37,18,27,52,4,21,30,14,11,4,0
17,18,14,19,10,11,4,20,21,4,22,1,1,3,24,1
25,45,4,33,4,20,6,27,8,27,4,26,14,15,10,0
15,34,6,15,6,11,4,20,21,4,22,1,25,3,25,1
1,32,3,3,4,39,19,4,20,6,44,18,27,8,4,0
44,14,27,29,8,11,4,20,21,4,22,32,2,23,25,1
23,23,25,3,4,40,47,19,19,28,4,9,10,11,4,0
4,55,8,16,14,11,4,20,21,4,22,32,25,23,23,1
23,3,3,4,33,4,33,6,16,31,18,27,52,29,8,0
28,30,6,19,14,11,4,20,21,4,22,24,3,2,38,1
2,3,3,4,5,6,27,29,6,4,9,8,16,6,4,0
4,9,8,16,6,11,4,20,21,4,22,32,24,3,25,1
24,3,25,4,5,4,36,6,13,14,4,21,30,14,11,0
6,10,14,27,6,11,4,20,21,4,22,25,25,3,25,1
1,24,25,4,5,47,27,4,48,6,19,19,14,28,4,0
27,7,8,15,10,11,4,20,21,4,22,24,32,23,3,1
25,3,3,4,42,14,19,4,37,8,27,29,14,4,20,0
29,14,15,14,28,11,4,20,21,4,22,1,22,24,3,1
32,3,3,4,36,8,16,4,20,14,15,15,18,29,8,0
15,18,29,8,16,11,4,20,21,4,22,3,45,3,1,1
23,25,45,23,32,4,48,18,7,29,8,15,28,4,12,0
4,26,6,15,13,11,4,20,21,4,22,25,1,3,1,1
22,38,1,24,4,33,18,19,16,31,18,15,14,4,12,0
51,18,19,19,16,11,4,20,21,4,22,3,23,25,23,1
25,23,32,1,4,20,8,6,16,29,4,48,18,19,19,0
15,34,6,15,6,11,4,20,21,4,22,1,25,3,2,1
24,22,32,3,4,26,6,7,18,17,18,7,4,21,30,0
7,13,29,8,27,11,4,20,21,4,22,32,23,3,45,1
25,1,24,4,21,16,29,15,8,27,6,47,29,4,39,0
52,14,19,14,16,11,4,20,21,4,22,3,3,25,23,1
23,3,3,4,50,14,53,49,6,15,13,4,37,6,19,0
14,53,6,15,13,11,4,20,21,4,22,24,32,38,3,1
38,23,3,3,4,33,4,5,19,6,47,16,8,27,4,0
4,20,18,29,28,11,4,20,21,4,22,3,23,1,3,1
1,45,3,3,3,4,20,15,8,53,27,4,48,6,19,0
48,18,14,59,8,11,4,20,21,4,22,23,38,22,25,1
24,3,45,2,3,4,33,18,27,7,31,14,16,29,14,0
14,7,47,19,6,11,4,20,21,4,22,23,32,22,25,1
23,32,3,3,4,5,8,44,44,14,15,16,18,19,19,0
29,18,8,7,31,11,4,20,21,4,22,24,32,3,22,1
45,32,3,4,33,4,45,29,31,4,5,29,11,4,36,0
52,14,19,14,16,11,4,20,21,4,22,3,3,25,45,1
1,1,3,25,4,39,4,37,6,18,27,4,5,29,11,0
27,29,47,15,6,11,4,20,21,4,22,1,3,3,1,1
25,2,45,3,4,9,14,10,53,8,8,10,4,51,53,0
6,10,14,15,6,11,4,20,21,4,22,24,22,23,32,1
23,24,3,3,4,35,8,15,14,16,29,4,21,30,14,0
4,55,8,16,14,11,4,20,21,4,22,32,25,23,2,1
45,1,32,32,32,4,39,19,4,26,6,16,14,8,11,0
14,16,14,15,29,11,4,20,21,4,22,23,23,38,3,1
25,3,45,1,3,4,33,4,26,18,7,8,4,12,19,0
